"pclass","survived","sex","age","sibsp","parch","fare","embarked"
"Middle","No","male",15,0,0,185,"S"
"Middle","Yes","female",70,0,0,5,"S"
"Middle","No","male",29,0,0,26,"S"
"Middle","Yes","female",37,0,0,22,"S"
"Middle","Yes","female",36,0,0,5,"S"
"Middle","No","male",39,1,0,76,"S"
"Middle","No","female",36,1,0,76,"S"
"Middle","No","male",57,0,0,26,"S"
"Middle","Yes","female",43,0,0,76,"S"
"Middle","No","male",41,1,0,76,"S"
"Middle","No","male",29,1,0,5,"S"
"Middle","Yes","female",43,0,0,76,"S"
"Middle","Yes","female",13,0,0,55,"S"
"Middle","Yes","female",57,0,0,55,"S"
"Middle","Yes","female",45,0,0,26,"S"
"Middle","No","male",36,1,0,98,"S"
"Middle","Yes","female",39,1,0,98,"S"
"Middle","Yes","male",23,1,1,86,"S"
"Middle","Yes","female",56,1,1,86,"S"
"Middle","Yes","female",39,0,2,86,"S"
"Middle","Yes","female",8,1,2,109,"S"
"Middle","Yes","female",69,1,2,109,"S"
"Middle","No","male",50,1,2,109,"S"
"Middle","Yes","female",46,1,2,109,"S"
"Middle","No","male",89,0,0,5,"S"
"Middle","Yes","male",43,0,0,26,"S"
"Middle","Yes","female",34,0,0,28,"S"
"Middle","No","female",31,0,0,26,"S"
"Lower","No","male",60,0,0,202,"S"
"Lower","No","male",14,0,2,73,"S"
"Lower","No","male",18,1,1,73,"S"
"Lower","Yes","female",49,1,1,73,"S"
"Lower","Yes","female",18,0,0,206,"S"
"Lower","Yes","male",33,0,0,206,"S"
"Lower","Yes","male",24,0,0,227,"S"
"Lower","Yes","female",20,0,0,196,"C"
"Lower","No","male",41,0,0,197,"S"
"Lower","No","male",34,0,0,242,"S"
"Lower","No","female",57,1,0,271,"S"
"Lower","Yes","male",7,0,1,270,"S"
"Lower","Yes","female",20,0,1,270,"S"
"Lower","Yes","male",34,0,0,68,"C"
"Lower","No","male",34,0,0,225,"S"
"Lower","No","male",24,0,0,227,"S"
"Lower","No","male",31,0,0,191,"S"
"Lower","No","male",33,0,0,191,"S"
"Lower","No","male",49,0,0,242,"S"
"Lower","No","male",20,0,0,246,"S"
"Lower","No","male",44,0,0,83,"S"
"Lower","Yes","female",22,1,0,222,"S"
"Lower","No","male",56,4,2,123,"S"
"Lower","No","female",81,4,2,123,"S"
"Lower","No","female",23,4,2,123,"S"
"Lower","Yes","female",19,4,2,227,"S"
"Lower","No","female",53,4,2,214,"S"
"Lower","No","female",99,4,2,123,"S"
"Lower","No","female",11,4,2,123,"S"
"Lower","No","male",55,1,5,123,"S"
"Lower","Yes","male",36,0,0,217,"S"
"Lower","No","male",34,0,0,214,"S"
"Lower","No","female",55,1,5,123,"S"
"Lower","No","male",24,0,0,222,"S"
"Lower","No","male",34,0,0,226,"S"
"Lower","No","male",33,1,0,65,"S"
"Lower","No","female",20,1,0,65,"S"
"Lower","No","male",31,0,0,214,"S"
"Lower","No","male",49,0,0,191,"S"
"Lower","No","male",69,4,2,124,"S"
"Lower","No","male",99,4,2,124,"S"
"Lower","Yes","male",40,4,2,124,"S"
"Lower","No","male",14,4,2,124,"S"
"Lower","Yes","female",69,4,2,124,"S"
"Lower","No","male",57,1,5,124,"S"
"Lower","Yes","male",29,0,0,217,"S"
"Lower","Yes","female",53,1,5,124,"S"
"Lower","Yes","female",63,0,0,195,"C"
"Lower","No","male",26,0,0,195,"C"
"Lower","No","male",29,0,0,191,"S"
"Lower","No","female",19,0,0,42,"C"
"Lower","No","male",41,0,0,195,"C"
"Lower","No","male",29,0,0,222,"S"
"Lower","Yes","female",14,0,0,196,"C"
"Lower","No","male",24,0,0,195,"C"
"Lower","No","male",44,1,0,56,"S"
"Lower","Yes","female",46,3,0,56,"S"
"Lower","Yes","female",6,2,1,69,"C"
"Lower","Yes","female",6,2,1,69,"C"
"Lower","Yes","female",69,2,1,69,"C"
"Lower","Yes","female",31,0,3,69,"C"
"Lower","Yes","female",20,0,0,242,"S"
"Lower","No","male",57,0,0,195,"C"
"Lower","No","male",34,0,0,226,"S"
"Lower","Yes","male",24,0,0,196,"C"
"Lower","No","female",20,0,1,41,"C"
"Lower","No","female",63,0,1,41,"C"
"Lower","No","female",36,0,0,224,"Q"
"Lower","No","male",27,0,0,242,"S"
"Lower","No","male",22,0,0,242,"S"
"Lower","No","male",34,0,0,214,"S"
"Lower","No","male",27,0,0,270,"S"
"Lower","No","male",24,0,0,144,"C"
"Lower","Yes","male",44,0,0,166,"S"
"Lower","No","male",26,0,0,214,"S"
"Lower","No","male",20,0,0,213,"S"
"Lower","No","male",34,0,0,226,"S"
"Lower","No","male",81,1,1,50,"C"
"Lower","No","female",99,1,1,50,"C"
"Lower","No","male",57,1,1,51,"Q"
"Lower","No","female",44,1,1,51,"Q"
"Lower","No","male",26,0,0,61,"S"
"Lower","Yes","female",27,0,0,208,"Q"
"Lower","No","female",24,0,0,222,"S"
"Lower","No","male",39,1,0,190,"S"
"Lower","No","male",27,1,0,197,"S"
"Lower","No","male",27,0,0,217,"S"
"Lower","No","male",49,0,0,242,"S"
"Lower","No","female",21,0,0,198,"Q"
"Lower","Yes","male",26,0,0,219,"Q"
"Lower","No","male",22,0,0,176,"Q"
"Lower","No","female",20,0,0,224,"Q"
"Lower","No","female",26,0,0,253,"S"
"Lower","No","female",41,0,0,253,"S"
"Lower","No","male",20,0,0,253,"S"
"Lower","No","male",53,0,0,253,"S"
"Lower","No","male",19,0,0,253,"S"
"Lower","No","male",19,0,0,253,"S"
"Lower","No","female",26,0,0,213,"Q"
"Lower","No","male",26,0,0,213,"Q"
"Lower","No","male",26,0,0,242,"S"
"Lower","No","male",37,0,0,217,"S"
"Lower","No","male",31,0,0,222,"S"
"Lower","Yes","female",18,0,0,213,"Q"
"Lower","No","female",52,0,0,213,"Q"
"Lower","No","male",37,0,0,197,"S"
"Lower","No","male",31,0,0,242,"S"
"Lower","No","male",26,0,0,210,"Q"
"Lower","Yes","male",44,0,0,166,"S"
"Lower","No","male",39,0,0,242,"S"
"Lower","No","male",34,1,0,41,"C"
"Lower","No","male",20,1,0,41,"C"
"Lower","No","male",24,0,0,191,"S"
"Lower","Yes","male",20,0,0,242,"S"
"Lower","No","male",31,0,0,197,"Q"
"Lower","No","male",50,0,0,200,"S"
"Lower","No","male",31,0,0,200,"S"
"Lower","No","male",43,0,0,210,"Q"
"Lower","No","male",43,0,0,213,"Q"
"Lower","Yes","female",27,0,0,213,"Q"
"Lower","No","female",41,0,0,205,"Q"
"Lower","No","male",93,0,0,213,"Q"
"Lower","No","male",61,0,0,242,"S"
"Lower","No","male",49,0,0,226,"S"
"Lower","No","male",36,0,0,226,"S"
"Lower","No","male",22,0,0,226,"S"
"Lower","No","male",41,0,0,242,"S"
"Lower","Yes","male",99,1,1,57,"S"
"Lower","Yes","male",40,1,1,57,"S"
"Lower","Yes","female",50,0,2,57,"S"
"Lower","No","male",80,0,0,197,"S"
"Lower","No","male",22,0,0,245,"S"
"Lower","Yes","female",19,0,1,61,"S"
"Lower","No","male",62,0,1,61,"S"
"Lower","No","male",19,0,0,253,"S"
"Lower","No","male",28,0,0,195,"C"
"Lower","Yes","male",63,0,0,242,"S"
"Lower","No","female",27,0,0,6,"S"
"Lower","No","male",22,0,0,3,"S"
"Lower","Yes","female",41,0,0,178,"Q"
"Lower","Yes","male",39,0,0,213,"Q"
"Lower","No","male",3,0,2,40,"S"
"Lower","No","male",47,1,1,40,"S"
"Lower","No","female",37,1,1,40,"S"
"Lower","No","male",36,0,0,226,"S"
"Lower","No","male",33,0,0,226,"S"
"Lower","No","male",31,2,0,90,"S"
"Lower","No","male",27,0,0,242,"S"
"Lower","No","male",26,2,0,90,"S"
"Lower","No","male",19,2,0,242,"S"
"Lower","Yes","male",51,1,0,64,"S"
"Lower","Yes","female",50,1,0,64,"S"
"Lower","Yes","male",41,0,0,273,"S"
"Lower","No","male",18,0,0,273,"S"
"Lower","Yes","male",9,1,2,75,"S"
"Lower","Yes","female",2,1,2,75,"S"
"Lower","No","male",34,1,2,75,"S"
"Lower","Yes","female",46,1,2,75,"S"
"Lower","No","male",33,0,0,226,"S"
"Lower","No","male",27,0,0,197,"S"
"Lower","No","male",50,0,0,197,"S"
"Lower","Yes","female",22,0,0,224,"Q"
"Lower","No","male",19,0,0,226,"S"
"Lower","No","male",60,0,0,253,"S"
"Lower","No","male",61,0,0,226,"S"
"Lower","No","male",44,0,0,213,"Q"
"Lower","Yes","male",22,0,0,242,"S"
"Lower","Yes","female",41,0,0,20,"S"
"Lower","No","female",31,0,0,213,"Q"
"Lower","Yes","female",29,0,0,242,"S"
"Lower","No","male",46,0,0,226,"C"
"Lower","No","male",88,0,0,213,"Q"
"Lower","Yes","male",31,0,0,202,"S"
"Lower","No","male",29,1,0,33,"S"
"Lower","Yes","female",27,1,0,33,"S"
"Lower","No","male",20,0,0,214,"S"
"Lower","No","male",18,0,0,214,"S"
"Lower","No","male",63,0,0,179,"S"
"Lower","No","male",55,0,2,196,"C"
"Lower","No","male",19,1,1,196,"C"
"Lower","No","male",17,1,1,196,"C"
"Lower","No","male",66,0,0,197,"S"
"Lower","Yes","female",69,0,0,20,"S"
"Lower","No","male",58,0,0,49,"S"
"Lower","No","male",58,0,0,213,"Q"
"Lower","No","male",20,0,0,217,"S"
"Lower","No","male",34,0,0,224,"Q"
"Lower","No","female",26,2,2,133,"S"
"Lower","No","female",99,2,2,133,"S"
"Lower","No","male",20,2,2,133,"S"
"Lower","No","male",18,1,3,133,"S"
"Lower","No","female",67,1,3,133,"S"
"Lower","No","male",33,0,0,212,"Q"
"Lower","No","male",27,0,0,242,"S"
"Lower","Yes","female",18,0,0,210,"Q"
"Lower","Yes","male",99,0,2,74,"S"
"Lower","No","male",46,1,1,74,"S"
"Lower","No","male",59,0,0,221,"S"
"Lower","Yes","female",43,1,1,74,"S"
"Lower","No","male",53,0,0,191,"S"
"Lower","No","male",99,5,2,150,"S"
"Lower","No","male",9,5,2,150,"S"
"Lower","No","male",11,5,2,150,"S"
"Lower","No","female",10,5,2,150,"S"
"Lower","No","female",18,5,2,150,"S"
"Lower","No","male",15,5,2,150,"S"
"Lower","No","male",57,1,6,150,"S"
"Lower","No","female",61,1,6,150,"S"
"Lower","No","male",71,0,0,242,"S"
"Lower","No","male",44,0,0,247,"S"
"Lower","No","male",24,0,0,279,"S"
"Lower","No","male",52,2,0,227,"S"
"Lower","No","male",37,2,0,227,"S"
"Lower","No","male",22,0,0,214,"S"
"Lower","No","female",31,0,0,256,"S"
"Lower","No","female",19,0,0,210,"Q"
"Lower","No","male",37,1,0,56,"S"
"Lower","Yes","female",31,1,0,56,"S"
"Lower","No","male",24,0,0,273,"S"
"Lower","No","male",30,0,0,196,"C"
"Lower","No","male",59,2,0,39,"S"
"Lower","No","male",34,1,0,222,"S"
"Lower","No","male",26,0,0,222,"S"
"Lower","Yes","female",63,1,0,39,"S"
"Lower","No","male",33,0,0,197,"S"
"Lower","No","male",11,0,0,68,"C"
"Lower","Yes","male",36,0,0,179,"S"
"Lower","No","female",20,0,0,176,"Q"
"Lower","Yes","female",34,0,0,227,"S"
"Lower","No","female",29,0,0,227,"S"
"Lower","Yes","female",27,0,0,257,"S"
"Lower","No","male",37,0,0,226,"S"
"Lower","No","female",37,0,0,214,"S"
"Lower","Yes","female",23,0,1,18,"S"
"Lower","Yes","female",27,1,1,18,"S"
"Lower","No","male",61,0,0,174,"S"
"Lower","No","male",37,0,0,83,"S"
"Lower","Yes","female",36,0,0,227,"S"
"Lower","No","male",60,0,0,206,"S"
"Lower","No","male",41,0,0,196,"C"
"Lower","No","female",36,1,0,227,"S"
"Lower","No","female",33,1,0,227,"S"
"Lower","Yes","male",39,0,0,226,"C"
"Lower","Yes","male",26,0,0,217,"S"
"Lower","No","male",24,0,0,222,"S"
"Lower","No","male",67,0,0,222,"S"
"Lower","No","male",19,1,0,192,"S"
"Lower","No","male",47,0,0,175,"S"
"Lower","Yes","male",34,0,0,214,"S"
"Lower","No","male",27,0,0,217,"S"
"Lower","No","male",46,0,0,252,"S"
"Lower","No","male",43,0,0,214,"S"
"Lower","No","male",39,0,0,222,"S"
"Lower","Yes","male",56,1,1,10,"S"
"Lower","Yes","female",9,1,1,10,"S"
"Lower","No","male",68,0,0,2,"S"
"Lower","No","male",46,0,0,214,"S"
"Lower","No","male",22,0,0,2,"S"
"Lower","Yes","female",36,0,2,10,"S"
"Lower","No","male",29,0,0,226,"S"
"Lower","Yes","male",44,0,0,222,"S"
"Lower","No","male",36,0,0,222,"S"
"Lower","No","female",24,1,0,276,"S"
"Lower","No","female",26,1,0,276,"S"
"Lower","Yes","male",44,0,0,227,"S"
"Lower","No","male",19,0,0,193,"S"
"Lower","No","male",26,0,0,249,"S"
"Lower","No","male",41,0,0,226,"S"
"Lower","Yes","male",26,0,0,217,"S"
"Lower","No","male",46,0,0,222,"S"
"Lower","No","male",27,0,0,201,"S"
"Lower","Yes","female",56,0,1,27,"C"
"Lower","Yes","male",55,0,1,27,"C"
"Lower","No","male",21,0,0,196,"C"
"Lower","No","male",48,0,0,220,"Q"
"Lower","No","male",62,0,0,242,"S"
"Lower","No","female",27,2,0,253,"S"
"Lower","No","male",34,2,0,253,"S"
"Lower","Yes","female",56,0,2,81,"S"
"Lower","Yes","male",39,3,1,81,"S"
"Lower","Yes","female",34,1,1,81,"S"
"Lower","No","female",9,1,1,16,"S"
"Lower","No","male",20,1,1,222,"S"
"Lower","No","female",50,0,2,16,"S"
"Lower","Yes","male",33,0,0,196,"C"
"Lower","No","female",52,0,0,274,"S"
"Lower","Yes","female",27,0,0,197,"S"
"Lower","Yes","male",34,0,0,166,"S"
"Lower","No","male",39,0,0,272,"S"
"Lower","No","male",39,0,0,214,"S"
"Lower","No","male",27,0,0,214,"S"
"Lower","Yes","male",27,0,0,195,"C"
"Lower","No","male",44,0,0,227,"S"
"Lower","No","male",48,0,0,173,"C"
"Lower","No","male",50,0,0,2,"S"
"Lower","No","male",55,0,0,90,"S"
"Lower","No","male",31,0,0,273,"S"
"Lower","No","female",33,0,0,214,"S"
"Lower","No","female",63,0,0,213,"S"
"Lower","No","male",50,1,0,52,"S"
"Lower","No","female",41,1,0,52,"S"
"Lower","Yes","male",24,1,0,227,"S"
"Lower","No","male",37,0,0,166,"S"
"Lower","No","male",41,1,0,61,"S"
"Lower","No","female",34,1,0,61,"S"
"Lower","No","male",25,0,0,197,"S"
"Lower","Yes","male",36,0,0,253,"S"
"Lower","No","male",71,0,0,192,"S"
"Lower","Yes","female",29,0,0,222,"S"
"Lower","Yes","male",44,0,0,204,"S"
"Lower","Yes","male",31,0,0,194,"S"
"Lower","No","male",27,0,0,193,"S"
"Lower","No","male",39,0,0,227,"S"
"Lower","No","female",42,0,0,213,"Q"
"Lower","No","male",49,0,0,226,"C"
"Lower","No","male",46,0,0,226,"S"
"Lower","Yes","female",17,0,0,241,"Q"
"Lower","No","female",49,0,0,213,"Q"
"Lower","No","male",31,1,0,61,"S"
"Lower","No","female",22,1,0,61,"S"
"Lower","No","male",76,0,0,242,"S"
"Lower","Yes","male",26,0,0,214,"S"
"Lower","No","male",31,0,0,226,"S"
"Lower","No","male",26,0,0,226,"S"
"Lower","No","male",37,0,0,226,"S"
"Lower","No","male",33,0,0,206,"S"
"Lower","Yes","male",81,0,1,20,"S"
"Lower","Yes","female",36,0,1,20,"S"
"Lower","No","male",47,0,0,242,"S"
"Lower","Yes","female",31,0,0,213,"Q"
"Lower","No","male",20,0,0,213,"S"
"Lower","No","male",27,0,0,226,"S"
"Lower","Yes","female",17,0,0,195,"C"
"Lower","Yes","female",9,0,2,54,"C"
"Lower","Yes","male",24,1,1,54,"C"
"Lower","Yes","female",22,1,1,54,"C"
"Lower","No","male",46,0,0,242,"S"
"Lower","Yes","male",13,1,0,11,"C"
"Lower","Yes","female",15,1,0,11,"C"
"Lower","No","female",39,0,0,227,"S"
"Lower","No","male",37,0,0,242,"S"
"Lower","Yes","female",20,0,0,214,"S"
"Lower","Yes","female",34,0,0,222,"S"
"Lower","No","male",26,0,0,222,"S"
"Lower","No","male",59,0,0,193,"S"
"Lower","Yes","male",55,0,0,227,"S"
"Lower","No","male",26,0,0,218,"S"
"Lower","No","male",38,0,0,196,"C"
"Lower","Yes","female",27,0,0,213,"S"
"Lower","No","male",84,0,0,172,"S"
"Lower","No","male",29,0,0,268,"S"
"Lower","Yes","female",27,0,0,214,"S"
"Lower","Yes","male",99,0,1,117,"S"
"Lower","No","male",37,0,0,83,"S"
"Lower","No","male",60,0,1,248,"S"
"Lower","No","female",43,0,0,222,"S"
"Lower","No","male",37,0,0,222,"S"
"Lower","Yes","male",44,0,0,214,"S"
"Lower","No","male",24,0,0,268,"S"
"Lower","No","female",29,0,0,253,"S"
"Lower","No","female",24,0,0,253,"S"
"Lower","No","male",24,0,0,253,"S"
"Lower","No","male",18,0,0,267,"S"
"Lower","Yes","female",43,0,0,254,"S"
"Lower","No","male",23,3,1,77,"S"
"Lower","No","male",81,3,1,77,"S"
"Lower","No","female",40,3,1,77,"S"
"Lower","No","female",97,3,1,77,"S"
"Lower","No","female",39,0,4,77,"S"
"Lower","No","male",9,4,1,143,"S"
"Lower","No","male",91,4,1,143,"S"
"Lower","No","male",23,4,1,143,"S"
"Lower","No","male",18,4,1,143,"S"
"Lower","No","male",15,4,1,143,"S"
"Lower","No","female",59,0,5,143,"S"
"Lower","No","male",26,0,0,253,"S"
"Lower","No","male",22,0,0,43,"S"
"Lower","No","male",44,0,0,226,"S"
"Lower","No","male",6,1,1,29,"S"
"Lower","No","female",40,1,1,29,"S"
"Lower","No","female",34,0,2,29,"S"
"Lower","No","male",26,0,0,227,"S"
"Lower","No","male",33,0,0,227,"S"
"Lower","No","male",27,0,0,197,"S"
"Lower","Yes","male",33,1,0,214,"S"
"Lower","No","male",31,0,0,242,"S"
"Lower","No","female",37,0,0,226,"S"
"Lower","No","male",22,0,0,226,"S"
"Lower","No","male",33,1,0,214,"S"
"Lower","No","female",20,0,0,214,"S"
"Lower","Yes","male",44,0,0,242,"S"
"Lower","No","male",19,0,0,253,"S"
"Lower","No","male",31,0,0,253,"S"
"Lower","No","male",53,0,0,226,"S"
"Lower","No","male",26,0,0,242,"S"
"Lower","No","male",10,4,1,115,"Q"
"Lower","No","male",56,4,1,115,"Q"
"Lower","No","male",91,4,1,115,"Q"
"Lower","No","male",23,4,1,115,"Q"
"Lower","No","male",97,4,1,115,"Q"
"Lower","No","female",55,0,5,115,"Q"
"Lower","No","female",27,0,0,143,"S"
"Lower","No","male",49,0,0,193,"S"
"Lower","No","male",70,1,0,43,"S"
"Lower","No","female",66,1,0,43,"S"
"Lower","No","female",23,1,1,72,"S"
"Lower","No","male",20,1,1,72,"S"
"Lower","No","female",59,0,2,72,"S"
"Lower","No","male",70,0,0,242,"S"
"Lower","No","male",18,0,0,242,"S"
"Lower","No","male",33,0,0,195,"C"
"Lower","No","male",54,0,0,197,"S"
"Lower","No","male",16,8,2,188,"S"
"Lower","No","male",31,0,0,269,"S"
"Lower","Yes","female",26,0,0,206,"S"
"Lower","No","male",55,0,0,227,"S"
"Lower","Yes","female",9,1,1,62,"S"
"Lower","Yes","female",31,0,2,62,"S"
"Lower","Yes","female",56,1,1,62,"S"
"Lower","Yes","male",33,0,0,273,"S"
"Lower","No","male",24,0,0,242,"S"
"Lower","No","male",32,0,0,242,"S"
"Lower","Yes","male",39,0,0,273,"S"
"Lower","No","male",27,0,0,196,"C"
"Lower","No","male",57,0,0,226,"S"
"Lower","No","male",26,0,0,227,"S"
"Lower","Yes","female",20,0,0,200,"S"
"Lower","No","male",56,3,2,110,"S"
"Lower","No","male",10,3,2,110,"S"
"Lower","No","female",99,3,2,110,"S"
"Lower","No","female",23,3,2,110,"S"
"Lower","No","male",57,1,4,110,"S"
"Lower","No","female",63,1,4,110,"S"
"Lower","No","male",22,0,0,206,"S"
"Lower","No","male",41,0,0,242,"S"
"Lower","No","male",44,0,0,242,"S"
"Lower","No","male",46,0,0,253,"C"
"Lower","Yes","female",29,0,0,202,"S"
"Lower","No","male",26,0,0,242,"S"
"Lower","No","male",83,0,0,1,"S"
"Lower","No","male",22,0,0,226,"S"
"Lower","No","female",27,0,0,277,"S"
"Lower","Yes","male",43,0,0,227,"S"
"Lower","No","male",36,0,0,253,"S"
"Lower","No","female",23,0,1,4,"S"
"Lower","No","female",39,1,1,4,"S"
"Lower","Yes","male",18,0,0,242,"S"
"Lower","Yes","male",62,0,0,227,"S"
"Lower","No","male",33,0,0,191,"S"
"Lower","No","male",95,0,0,214,"S"
"Lower","Yes","male",15,0,0,268,"S"
"Lower","No","male",31,0,0,217,"S"
"Lower","Yes","male",33,0,0,217,"S"
"Lower","No","male",47,0,0,242,"S"
"Lower","Yes","male",4,0,1,251,"C"
"Lower","Yes","female",18,1,1,251,"C"
"Lower","No","male",44,0,0,227,"S"
"Lower","No","male",42,0,0,242,"S"
"Lower","No","male",62,0,0,242,"S"
"Lower","Yes","male",33,0,0,2,"S"
"Lower","Yes","male",91,1,1,50,"C"
"Lower","Yes","female",99,1,1,50,"C"
"Lower","Yes","female",39,0,2,50,"C"
"Lower","No","male",50,0,0,226,"S"
"Lower","Yes","female",20,0,0,278,"S"
"Lower","Yes","female",86,0,0,274,"S"
"Lower","No","male",12,1,1,43,"S"
"Lower","No","male",58,0,2,43,"S"
"Lower","No","female",10,0,2,90,"S"
"Lower","No","male",50,1,1,90,"S"
"Lower","No","female",41,1,1,90,"S"
"Lower","No","male",46,0,0,273,"S"
"Lower","No","male",37,0,0,273,"S"
"Lower","No","male",37,0,0,273,"S"
"Lower","No","male",66,0,0,266,"S"
"Lower","No","female",20,2,0,66,"S"
"Lower","No","male",43,3,0,66,"S"
"Lower","No","male",18,2,0,66,"S"
"Lower","No","female",43,1,0,66,"S"
"Lower","Yes","male",27,0,0,195,"C"
"Lower","No","male",24,0,0,222,"S"
"Lower","No","female",15,0,0,222,"S"
"Lower","No","male",27,0,0,226,"S"
"Lower","No","male",27,0,0,266,"S"
"Lower","No","male",45,0,0,273,"S"
"Lower","Yes","female",53,0,0,196,"C"
"Lower","No","male",71,0,0,213,"S"
"Lower","No","male",20,1,0,175,"S"
"Lower","No","male",26,1,0,175,"S"
"Lower","Yes","female",66,1,0,189,"S"
"Lower","No","male",38,0,0,61,"S"
"Lower","No","male",26,0,0,197,"S"
"Lower","No","male",36,0,0,253,"S"
"Lower","No","male",50,0,0,273,"S"
"Lower","No","male",36,1,0,41,"C"
"Lower","Yes","female",17,1,0,41,"C"
"Lower","No","male",64,0,0,195,"C"
"Lower","No","female",16,1,0,41,"C"
"Lower","No","male",35,0,0,195,"C"
"Lower","No","male",36,0,0,195,"C"
"Lower","No","male",39,0,0,223,"S"
